states,values,action_probs,goals
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6]]",0.23353391309999383,"[0.         0.         0.         0.         0.         0.
 0.         0.14285712 0.         0.         0.85714273 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05390443 -0.06548024  0.1         0.          0.          0.99476098
  0.03983298 -0.0107732   0.          0.          0.          0.71900762]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [4, 6], [4, 0], [4, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6]]",0.325996117190342,"[0.9999998 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 3], [1, 3], [1, 3], [1, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03115208 -0.02946869  0.1         0.          0.          0.65819563
 -0.01106401 -0.04150233  0.          0.          0.          0.34095795]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0]]",0.6764212096277278,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09999999 0.         0.89999991
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0], [1, 4]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0], [1, 6]]",0.751389966122049,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999988
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [4, 0], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3]]",0.44312118859388683,"[0.         0.         0.         0.         0.         0.
 0.99999967 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05390443 -0.06548024  0.1         0.          0.          0.99476098
  0.03983298 -0.0107732   0.          0.          0.          0.71900762]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0], [1, 6], [1, 6]]",0.7513899527043728,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999986
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0], [1, 6], [1, 6], [1, 6]]",0.7513899348141388,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999983
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [0, 0]]",0.20381037060178864,"[0.24999994 0.         0.         0.         0.         0.
 0.         0.74999981 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 6], [1, 6], [1, 6]]",0.7417194232729167,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.999999 0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7513899097678126,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.9999998 0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0653893  -0.05147777  0.1         0.          0.          1.31244423
  0.02350288 -0.00626992  0.          0.          0.          0.42239676]"
"[[0, 0], [4, 0], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [0, 3]]",0.2651026326459028,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.9999995 0.
 0.        0.        0.       ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 2], [0, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2]]",0.7536031318495501,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999983
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [6, 0], [6, 0], [6, 3], [6, 3], [6, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03376759 -0.03531931  0.1         0.          0.          0.70859798
 -0.0070405  -0.0354761   0.          0.          0.          0.34982567]"
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [0, 0], [4, 0]]",0.0071273391819921435,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.49999975 0.
 0.         0.         0.         0.         0.         0.49999975
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7513898721983265,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999975
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.07019808 -0.04057544  0.1         0.          0.          1.51973033
  0.01196913 -0.00319303  0.          0.          0.          0.21511066]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6]]",0.7513898095825245,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999967
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [1, 0], [1, 2], [1, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [1, 0], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [0, 0], [4, 0], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [1, 6], [1, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [0, 0], [4, 0], [4, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [0, 6], [0, 6], [1, 6], [1, 6], [1, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 0], [0, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0]]",0.7933621049652727,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.97368418
 0.         0.02631579 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0], [1, 2]]",0.8147307872096411,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999997
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 0], [0, 2], [0, 2]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.03067199 -0.02830154  0.1         0.          0.          0.64827108
 -0.01150129 -0.04271837  0.          0.          0.          0.34789632]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0], [1, 2], [1, 2]]",0.8147307865630294,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999997
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0], [1, 2], [1, 2], [1, 2]]",0.8147307858783817,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999997
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.05916227 -0.06032785  0.1         0.          0.          1.12425697
  0.03397394 -0.00906331  0.          0.          0.          0.61058403]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0], [1, 2], [1, 2], [1, 2], [1, 2]]",0.8147307851522402,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999997
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0653893  -0.05147777  0.1         0.          0.          1.31244423
  0.02350288 -0.00626992  0.          0.          0.          0.42239676]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [0, 6], [1, 6]]",0.7516065438806304,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.999999 0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2]]",0.8147307843807149,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999997
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.07019808 -0.04057544  0.1         0.          0.          1.51973033
  0.01196913 -0.00319303  0.          0.          0.          0.21511066]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [1, 2]]",0.8147307835594136,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.99999997
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 7.22486007e-02 -3.20238838e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00  1.67258474e+00  3.46404513e-03 -9.24111190e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.22562581e-02]"
"[[0, 0], [4, 0], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [0, 3], [4, 3]]",0.5255013397409064,"[0.       0.       0.       0.       0.       0.       0.999999 0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 6], [1, 0], [1, 6], [0, 6], [1, 6], [1, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05491522 -0.06478961  0.1         0.          0.          1.01723979
  0.03992856 -0.01065183  0.          0.          0.          0.71760121]"
"[[0, 0], [4, 0], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [4, 3], [0, 3], [4, 3], [0, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [1, 6], [1, 0], [1, 3]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0], [0, 6], [0, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [4, 6], [0, 6], [0, 0], [0, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.05402402 -0.06561321  0.1         0.          0.          0.9961674
  0.04110107 -0.01096463  0.          0.          0.          0.7386736 ]"
"[[0, 0]]",0.8965226873283784,"[1.32006499e-03 1.11697807e-03 8.38444354e-01 1.01543461e-03
 0.00000000e+00 2.33549959e-03 0.00000000e+00 0.00000000e+00
 1.54244517e-01 8.12347685e-04 7.10804224e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [3, 0]]",0.27006257866233685,"[0.04545454 0.         0.         0.         0.         0.13636363
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.81818178 0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1]]",0.8992143099553563,"[9.68992248e-04 0.00000000e+00 1.21124031e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.95760659e-01 0.00000000e+00 8.47868217e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.21124031e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1]]",0.9028578754867793,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1]]",0.9028549346106622,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1]]",0.9028519583191424,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9028489603488224,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.00861238 -0.02157326  0.1         0.          0.         -1.63565916
 -0.00182211  0.00504732  0.          0.          0.         -0.42924093]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.902848656904199,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 9.76614647e-03 -2.10327631e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.77262477e+00 -5.17773707e-04  7.86010899e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.55074323e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9028457134739637,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.11090345e-02 -2.06258997e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.92349083e+00  3.60820446e-04  1.19801371e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.37599528e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9029529109782328,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.21304485e-02 -2.04577853e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.03474064e+00  5.02562403e-04  1.59225336e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03289991e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9029759183058508,"[0.         0.         0.4624376  0.02849142 0.         0.
 0.         0.         0.         0.         0.         0.
 0.50907098 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25305298e-02 -2.04233200e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07787833e+00  4.23549369e-04  1.83170207e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.72473012e-01]"
